DATE,W068RCQ027SBEA
1989-07-01,1914.589
1989-10-01,1946.345
1990-01-01,1998.201
1990-04-01,2033.14
1990-07-01,2059.882
1990-10-01,2130.473
1991-01-01,2069.787
1991-04-01,2147.775
1991-07-01,2209.802
1991-10-01,2239.204
1992-01-01,2294.835
1992-04-01,2326.569
1992-07-01,2355.714
1992-10-01,2379.825
1993-01-01,2383.921
1993-04-01,2398.115
1993-07-01,2423.514
1993-10-01,2445.454
1994-01-01,2429.86
1994-04-01,2460.32
1994-07-01,2508.239
1994-10-01,2544.703
1995-01-01,2582.422
1995-04-01,2610.521
1995-07-01,2598.783
1995-10-01,2615.396
1996-01-01,2669.979
1996-04-01,2695.197
1996-07-01,2701.8
1996-10-01,2720.879
1997-01-01,2740.531
1997-04-01,2741.552
1997-07-01,2784.966
1997-10-01,2822.362
1998-01-01,2809.434
1998-04-01,2837.501
1998-07-01,2866.201
1998-10-01,2909.222
1999-01-01,2931.044
1999-04-01,2959.52
1999-07-01,3004.028
1999-10-01,3086.823
2000-01-01,3074.397
2000-04-01,3129.768
2000-07-01,3152.254
2000-10-01,3210.083
2001-01-01,3280.819
2001-04-01,3358.217
2001-07-01,3377.367
2001-10-01,3436.53
2002-01-01,3508.647
2002-04-01,3554.587
2002-07-01,3598.998
2002-10-01,3681.871
2003-01-01,3744.177
2003-04-01,3808.76
2003-07-01,3839.406
2003-10-01,3869.703
2004-01-01,3947.702
2004-04-01,3982.852
2004-07-01,4050.203
2004-10-01,4093.92
2005-01-01,4201.029
2005-04-01,4240.85
2005-07-01,4375.914
2005-10-01,4393.619
2006-01-01,4456.559
2006-04-01,4508.744
2006-07-01,4557.261
2006-10-01,4555.974
2007-01-01,4747.079
2007-04-01,4792.841
2007-07-01,4859.514
2007-10-01,4934.382
2008-01-01,4991.989
2008-04-01,5366.788
2008-07-01,5236.25
2008-10-01,5452.409
2009-01-01,5533.429
2009-04-01,5680.717
2009-07-01,5641.212
2009-10-01,5693.132
2010-01-01,5804.973
2010-04-01,5872.568
2010-07-01,5825.414
2010-10-01,5834.795
2011-01-01,5848.011
2011-04-01,5906.473
2011-07-01,5852.868
2011-10-01,5879.568
2012-01-01,5835.721
2012-04-01,5825.179
2012-07-01,5834.166
2012-10-01,5872.55
2013-01-01,5834.315
2013-04-01,5844.61
2013-07-01,5864.29
2013-10-01,5868.976
2014-01-01,5904.306
2014-04-01,5972.949
2014-07-01,6043.884
2014-10-01,6077.435
2015-01-01,6108.636
2015-04-01,6059.634
2015-07-01,6226.8
2015-10-01,6247.224
2016-01-01,6313.945
2016-04-01,6317.603
2016-07-01,6406.46
2016-10-01,6454.322
2017-01-01,6497.531
2017-04-01,6527.353
2017-07-01,6635.02
2017-10-01,6693.791
2018-01-01,6788.117
2018-04-01,6899.997
2018-07-01,6987.389
2018-10-01,7070.96
2019-01-01,7218.163
2019-04-01,7304.179
2019-07-01,7396.616
2019-10-01,7488.634
2020-01-01,7550.16
2020-04-01,10786.156
2020-07-01,9756.957
2020-10-01,8506.372
2021-01-01,11058.298
2021-04-01,9484.401
2021-07-01,9141.131
2021-10-01,8739.272
2022-01-01,8330.638
2022-04-01,8774.527
2022-07-01,8894.032
2022-10-01,9175.833
2023-01-01,9326.383
2023-04-01,9422.404
2023-07-01,10007.677
2023-10-01,9674.975
